500.0,500.0
245,188,245,210
245,210,244,210
244,210,244,188
244,188,245,188
305,189,244,189
244,189,244,188
244,188,305,188
305,188,305,189
304,257,304,188
304,188,305,188
305,188,305,257
305,257,304,257
244,256,305,256
305,256,305,257
305,257,244,257
244,257,244,256
245,230,245,257
245,257,244,257
244,257,244,230
244,230,245,230
225,327,256,327
256,327,256,328
256,328,225,328
225,328,225,327
225,388,225,327
225,327,226,327
226,327,226,388
226,388,225,388
320,388,225,388
225,388,225,387
225,387,320,387
320,387,320,388
320,328,320,388
320,388,319,388
319,388,319,328
319,328,320,328
282,328,320,328
320,328,320,329
320,329,282,329
282,329,282,328
